"Address","Status Code","Title 1","Indexability","Indexability Status","GA Sessions","GA % New Sessions","GA Users","GA New Users","GA Bounce Rate","GA Page Views Per Session","GA Avg Session Duration","GA Goal Conversion Rate All","GA Goal Completions All","GA Goal Value All","GA Page Value"
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction","301","","Non-Indexable","Redirected","18","72.220","18","13","66.670","2.060","00:03:32","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/hydrocodone-addiction","301","","Non-Indexable","Redirected","4","25.000","3","1","0.000","3.750","00:06:48","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/percocet-addiction","301","","Non-Indexable","Redirected","13","92.310","13","12","76.920","1.460","00:00:21","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/percocet-addiction/withdrawal-detox","301","","Non-Indexable","Redirected","1","100.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction/withdrawal-detox","301","","Non-Indexable","Redirected","16583","88.370","14623","14655","89.270","1.130","00:00:37","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction","301","","Non-Indexable","Redirected","514","94.160","488","484","95.140","1.050","00:00:31","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/binge-drinking-brain/","404","","Non-Indexable","Client Error","29","89.660","26","26","96.550","1.030","00:00:03","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/binge-drinking-alcoholism/","404","","Non-Indexable","Client Error","4","50.000","4","2","0.000","3.250","00:02:02","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/benzodiazepine-addiction","301","","Non-Indexable","Redirected","2","50.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/alcohol-addiction","301","","Non-Indexable","Redirected","14","35.710","10","5","64.290","1.790","00:02:23","0.000","0","0.000","0.000"
