"Address","Content Type","Indexability","Status Code","Status","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.columbusrecoverycenter.com/treatment-rehab/","text/html; charset=UTF-8","Non-Indexable","404","Not Found","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","5","","3","3","0","0.550","0","0","0","0","0","0","","","","","","0.168","","","","","1.1","https://www.columbusrecoverycenter.com/treatment-rehab/","2022-04-27 13:02:20"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Online-Drug-Rehab.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","122960","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.176","Thu, 10 Mar 2022 08:34:34 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Online-Drug-Rehab.jpg","2022-04-27 12:59:46"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17212.css","text/css","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.122","Fri, 15 Apr 2022 20:30:21 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17212.css","2022-04-27 13:02:02"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/shutterstock_307283384-300x200.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","10970","0","0.000","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.177","Thu, 10 Mar 2022 08:38:10 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/shutterstock_307283384-300x200.jpg","2022-04-27 13:00:42"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Medical-Detox-Support-150x150.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4634","0","0.000","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.121","Thu, 10 Mar 2022 08:32:52 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Medical-Detox-Support-150x150.jpg","2022-04-27 13:01:37"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/01/ohio-drug-rehab-6.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","52664","0","0.000","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.178","Thu, 10 Mar 2022 08:37:26 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/01/ohio-drug-rehab-6.jpg","2022-04-27 13:05:03"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Withdrawal-Detox-trvc-1-1024x512.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","57641","0","0.000","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.118","Thu, 10 Mar 2022 08:29:59 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Withdrawal-Detox-trvc-1-1024x512.jpg","2022-04-27 13:03:56"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17194.css","text/css","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.179","Sat, 16 Apr 2022 01:03:13 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17194.css","2022-04-27 13:02:54"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-Is-Kratom-Legal-865x433.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","94379","0","0.000","8","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.177","Thu, 10 Mar 2022 08:35:25 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-Is-Kratom-Legal-865x433.jpg","2022-04-27 13:05:52"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/cdc-suicide-rates.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","44950","0","0.000","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.141","Thu, 10 Mar 2022 08:35:47 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/cdc-suicide-rates.jpg","2022-04-27 13:03:52"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/ohio-drug-rehab2-2.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","143191","0","0.000","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.188","Thu, 10 Mar 2022 08:32:23 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/ohio-drug-rehab2-2.jpg","2022-04-27 13:05:41"
"https://www.columbusrecoverycenter.com/blog/4-reasons-find-aftercare-support/","text/html; charset=UTF-8","Indexable","200","OK","","4 Reasons to Find Aftercare Support in Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","109","997","Here are four of the top reasons why aftercare is recommended and some pointers for finding resources. Click to read on.","120","755","","0","4 Reasons to Find Aftercare Support in Ohio","43","","0","Improve Your Chances of Long-Term Recovery","42","Transition Back to a Normal Routine","35","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/blog/4-reasons-find-aftercare-support/","","","","","","81416","751","6.897","7","","16","5","0","0.920","96","49","0","10","7","0","","","","","ad82446017f6a4aecfdbbfe701d48d4c","0.133","","","","","1.1","https://www.columbusrecoverycenter.com/blog/4-reasons-find-aftercare-support/","2022-04-27 13:05:04"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/08/Ambulance-Icon-300x300-1.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16609","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.156","Thu, 10 Mar 2022 08:37:16 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/08/Ambulance-Icon-300x300-1.jpg","2022-04-27 12:59:58"
"https://www.columbusrecoverycenter.com/fortitude/ptsd-treatment-for-first-responders/psychoeducation-for-ptsd/","text/html; charset=UTF-8","Indexable","200","OK","","Psychoeducation for PTSD - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","90","847","Psychoeducation for PTSD can help patients reduce the severity of their symptoms and learn ways to cope with stress without turning to drugs or alcohol. Learn how.","163","1025","","0","Psychoeducation for Addiction and Mental Health","47","","0","What Is Psychoeducation? ","25","Psychoeducation for PTSD","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/fortitude/ptsd-treatment-for-first-responders/psychoeducation-for-ptsd/","","","","","","102381","1205","8.833","4","","9","2","0","0.370","98","44","0","18","10","0","","","","","9efbb28588f8f85e0f0f7a3a008738de","4.319","","","","","1.1","https://www.columbusrecoverycenter.com/fortitude/ptsd-treatment-for-first-responders/psychoeducation-for-ptsd/","2022-04-27 13:00:51"
"https://www.columbusrecoverycenter.com/blog/5-great-reasons-exercise/","text/html; charset=UTF-8","Non-Indexable","301","Moved Permanently","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","7","","1","1","0","0.180","0","0","0","0","0","0","","","","","","0.156","","https://www.columbusrecoverycenter.com/recovery-blog/","HTTP Redirect","","1.1","https://www.columbusrecoverycenter.com/blog/5-great-reasons-exercise/","2022-04-27 13:05:07"
"https://www.columbusrecoverycenter.com/blog/former-ohio-state-neurosurgeon-spearheading-use-brain-imaging-addiction-treatment/","text/html; charset=UTF-8","Indexable","200","OK","","Former Ohio State Neurosurgeon Spearheading Use of Brain Imaging in Addiction Treatment - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","153","1425","The Recovery Village Columbus is an Ohio drug rehab facility that offers a holistic approach to addiction treatment. Click to find out more.","140","849","","0","Former Ohio State Neurosurgeon Spearheading Use of Brain Imaging in Addiction Treatment","87","","0","What Digital Imaging May Reveal about Addiction","47","Potential Future Advances in Addiction Treatment ","49","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/blog/former-ohio-state-neurosurgeon-spearheading-use-brain-imaging-addiction-treatment/","","","","","","83041","807","7.458","6","","16","5","0","0.920","98","51","0","11","8","0","","","","","c722caea81969bbc6d38f7e7800f53ad","0.153","","","","","1.1","https://www.columbusrecoverycenter.com/blog/former-ohio-state-neurosurgeon-spearheading-use-brain-imaging-addiction-treatment/","2022-04-27 13:04:28"
"https://www.columbusrecoverycenter.com/blog/understanding-tolerance-dependence-addiction-columbus-rehab/","text/html; charset=UTF-8","Indexable","200","OK","","Understanding Tolerance, Dependence, and Addiction in Columbus Rehab","68","660","While many believe that drug tolerance, drug dependency, and drug addiction are the same thing, there are subtle but vital differences you should know as you enter a path to recovery so you can understand your situation and better cope with it.","244","1512","","0","Understanding Tolerance, Dependence, and Addiction in Columbus Rehab","68","","0","What is Drug Tolerance?","23","What is Drug Dependency? ","25","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/blog/understanding-tolerance-dependence-addiction-columbus-rehab/","","","","","","81954","840","7.690","7","","14","5","0","0.920","93","48","0","9","6","0","","","","","18550caafd960862c2a6955fb99404f6","0.130","","","","","1.1","https://www.columbusrecoverycenter.com/blog/understanding-tolerance-dependence-addiction-columbus-rehab/","2022-04-27 13:05:25"
"https://www.columbusrecoverycenter.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js","application/javascript","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.098","Fri, 11 Mar 2022 11:58:40 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js","2022-04-27 12:59:12"
"https://www.columbusrecoverycenter.com/blog/is-kratom-addictive/","text/html; charset=UTF-8","Indexable","200","OK","","Is Kratom Addictive? | Recovery Village Columbus","48","441","Kratom is a plant that contains psychoactive substances and works in similar ways to opioid prescription pain medications. But is kratom as addictive as opioids or is it a safer option?","185","1133","","0","Is Kratom Addictive?","20","","0","How Addictive is Kratom?","24","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/blog/is-kratom-addictive/","","","","","","83593","966","8.575","6","","10","3","0","0.550","94","47","0","19","11","0","","","","","bb4acfc65757a0945be6f414e69040d1","0.154","","","","","1.1","https://www.columbusrecoverycenter.com/blog/is-kratom-addictive/","2022-04-27 13:04:15"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2020/09/Online-Teletherapy.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","147563","0","0.000","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.136","Thu, 10 Mar 2022 08:34:12 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2020/09/Online-Teletherapy.jpg","2022-04-27 13:02:32"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16627.css","text/css","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.195","Sat, 16 Apr 2022 18:23:32 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16627.css","2022-04-27 13:02:16"
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/","text/html; charset=UTF-8","Indexable","200","OK","","Opioids and Opiates Addiction Symptoms, Signs & Side Effects","60","557","If you or a loved one is struggling with opiate or opioid addiction, give us a call today at 614-721-7890 and take the first step towards recovery.","147","887","","0","Opioids and Opiates Addiction Symptoms, Signs & Side Effects","60","","0","Side Effects of Opioid Use","26","Opioid and Opiate Addiction Symptoms","36","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/","","","","","","83146","1036","8.817","4","","9","5","0","0.920","87","43","0","17","10","0","","","","","177ebf9a9c887bdefbccdfc8f78098f3","1.624","","","","","1.1","https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/","2022-04-27 13:01:31"
"https://www.columbusrecoverycenter.com/blog/make-success-stay-ohio-drug-rehab/","text/html; charset=UTF-8","Non-Indexable","301","Moved Permanently","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","6","","2","2","0","0.370","0","0","0","0","0","0","","","","","","0.154","","https://www.columbusrecoverycenter.com/recovery-blog/","HTTP Redirect","","1.1","https://www.columbusrecoverycenter.com/blog/make-success-stay-ohio-drug-rehab/","2022-04-27 13:04:02"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/smoke.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","31463","0","0.000","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.266","Thu, 10 Mar 2022 08:35:00 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/smoke.jpg","2022-04-27 13:02:40"
"https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/ars-wordpress-plugin/src/css/related-pages.css?ver=1650066972","text/css","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.109","Fri, 15 Apr 2022 23:56:12 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/ars-wordpress-plugin/src/css/related-pages.css?ver=1650066972","2022-04-27 13:03:18"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/10/group-1.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","97347","0","0.000","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.193","Thu, 10 Mar 2022 08:32:48 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/10/group-1.jpg","2022-04-27 13:04:30"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Addiction-Signs-Symptoms-trvc-1024x512.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","41245","0","0.000","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.130","Thu, 10 Mar 2022 08:37:15 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Addiction-Signs-Symptoms-trvc-1024x512.jpg","2022-04-27 13:03:56"
"https://www.columbusrecoverycenter.com/blog/tag/aa/","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","AA Archives - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","77","715","","0","0","","0","Tag Archive","11","","0","History of AA: How Alcoholics Anonymous Sprouted in Akron","57","","0","noindex, follow","","","","","","","","","75654","226","3.208","5","","5","2","0","0.370","85","40","0","9","6","0","","","","","3e897704734e4cf7885c597604c0517b","2.050","","","","","1.1","https://www.columbusrecoverycenter.com/blog/tag/aa/","2022-04-27 13:02:25"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/03/ohio-drug-rehab-2.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","157367","0","0.000","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.189","Thu, 10 Mar 2022 08:30:04 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/03/ohio-drug-rehab-2.jpg","2022-04-27 13:05:04"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-What-Does-Norco-Look-Like-300x150.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","7236","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.239","Thu, 10 Mar 2022 08:29:48 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-What-Does-Norco-Look-Like-300x150.jpg","2022-04-27 12:59:11"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/hardhat.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","106525","0","0.000","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.123","Thu, 10 Mar 2022 08:36:49 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/hardhat.jpg","2022-04-27 13:05:27"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab2-3.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","21826","0","0.000","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.153","Thu, 10 Mar 2022 08:37:22 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab2-3.jpg","2022-04-27 13:04:02"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/test.jpg","image/jpeg","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","56578","0","0.000","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.123","Thu, 10 Mar 2022 08:30:28 GMT","","","","1.1","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/test.jpg","2022-04-27 13:05:19"
