"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16627.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16627.css"
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/","text/html; charset=UTF-8","200","OK","Indexable","","177ebf9a9c887bdefbccdfc8f78098f3","84","https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/","https://www.columbusrecoverycenter.com/drugs/opiate-addiction/symptoms-side-effects/"
"https://www.columbusrecoverycenter.com/blog/make-success-stay-ohio-drug-rehab/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","78","","https://www.columbusrecoverycenter.com/blog/make-success-stay-ohio-drug-rehab/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/smoke.jpg","image/jpeg","200","OK","Indexable","","","75","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/smoke.jpg"
"https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/ars-wordpress-plugin/src/css/related-pages.css?ver=1650066972","text/css","200","OK","Indexable","","","142","","https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/ars-wordpress-plugin/src/css/related-pages.css?ver=1650066972"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/10/group-1.jpg","image/jpeg","200","OK","Indexable","","","77","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/10/group-1.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Addiction-Signs-Symptoms-trvc-1024x512.jpg","image/jpeg","200","OK","Indexable","","","118","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/09/Methadone-Addiction-Signs-Symptoms-trvc-1024x512.jpg"
"https://www.columbusrecoverycenter.com/blog/tag/aa/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","3e897704734e4cf7885c597604c0517b","51","","https://www.columbusrecoverycenter.com/blog/tag/aa/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/03/ohio-drug-rehab-2.jpg","image/jpeg","200","OK","Indexable","","","87","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/03/ohio-drug-rehab-2.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-What-Does-Norco-Look-Like-300x150.jpg","image/jpeg","200","OK","Indexable","","","108","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-What-Does-Norco-Look-Like-300x150.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/hardhat.jpg","image/jpeg","200","OK","Indexable","","","77","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/hardhat.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab2-3.jpg","image/jpeg","200","OK","Indexable","","","88","","https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab2-3.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/test.jpg","image/jpeg","200","OK","Indexable","","","74","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/09/test.jpg"
"https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/acf-fonticonpicker-master/icons/css/fontello.css?ver=1650066972","text/css","200","OK","Indexable","","","144","","https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/acf-fonticonpicker-master/icons/css/fontello.css?ver=1650066972"
"https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/","text/html; charset=UTF-8","200","OK","Indexable","","9a9408562d276c54697c34c5b94024d4","66","https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/","https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/"
"https://www.columbusrecoverycenter.com/blog/binge-drinking-brain/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","65","","https://www.columbusrecoverycenter.com/blog/binge-drinking-brain/"
"https://www.columbusrecoverycenter.com/blog/category/drug-rehab/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","7dd4c0fd3fdcddd539be87332ed3ff69","64","","https://www.columbusrecoverycenter.com/blog/category/drug-rehab/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/STDs-rise-with-drug-trends-feature.png","image/png","200","OK","Indexable","","","104","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/STDs-rise-with-drug-trends-feature.png"
"https://www.columbusrecoverycenter.com/blog/understanding-medical-detox-heroin-addiction-ohio/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","94","","https://www.columbusrecoverycenter.com/blog/understanding-medical-detox-heroin-addiction-ohio/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-14034.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-14034.css"
"https://www.columbusrecoverycenter.com/blog/high-cost-ohio-kids-addicted-parents-pay/","text/html; charset=UTF-8","200","OK","Indexable","","61aa3689a20fed0a2add269f3de3c966","85","https://www.columbusrecoverycenter.com/blog/high-cost-ohio-kids-addicted-parents-pay/","https://www.columbusrecoverycenter.com/blog/high-cost-ohio-kids-addicted-parents-pay/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17032.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17032.css"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-Salvia-Abuse-Symptoms-and-Side-Effects-1-865x433.jpg","image/jpeg","200","OK","Indexable","","","123","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/05/TRVC-Salvia-Abuse-Symptoms-and-Side-Effects-1-865x433.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/ohio-drug-rehab-7.jpg","image/jpeg","200","OK","Indexable","","","87","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/08/ohio-drug-rehab-7.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab-5.jpg","image/jpeg","200","OK","Indexable","","","87","","https://www.columbusrecoverycenter.com/wp-content/uploads/2017/08/ohio-drug-rehab-5.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2017/05/shutterstock_40987639.jpg","image/jpeg","200","OK","Indexable","","","91","","https://www.columbusrecoverycenter.com/wp-content/uploads/2017/05/shutterstock_40987639.jpg"
"https://www.columbusrecoverycenter.com/blog/crack-addictiveness/","text/html; charset=UTF-8","200","OK","Indexable","","e05550b3f93d235bca134a4c920e9636","64","https://www.columbusrecoverycenter.com/blog/crack-addictiveness/","https://www.columbusrecoverycenter.com/blog/crack-addictiveness/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/07/TRVC-Gym-Optimized-1.jpg","image/jpeg","200","OK","Indexable","","","90","","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/07/TRVC-Gym-Optimized-1.jpg"
"https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/","text/html; charset=UTF-8","200","OK","Indexable","","4f63888852968090489f0949d154ede8","64","https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/","https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/"
"https://www.columbusrecoverycenter.com/drugs/klonopin-addiction/treatment-rehab/","text/html; charset=UTF-8","200","OK","Indexable","","13693d09e0cc54f97edac9d68d2eec36","80","https://www.columbusrecoverycenter.com/drugs/klonopin-addiction/treatment-rehab/","https://www.columbusrecoverycenter.com/drugs/klonopin-addiction/treatment-rehab/"
"https://www.columbusrecoverycenter.com/blog/dayton-sober-movement/","text/html; charset=UTF-8","200","OK","Indexable","","142eeafbe773001d01df63e48418b828","66","https://www.columbusrecoverycenter.com/blog/dayton-sober-movement/","https://www.columbusrecoverycenter.com/blog/dayton-sober-movement/"
"https://www.columbusrecoverycenter.com/alcohol-addiction/gray-area-drinking/","text/html; charset=UTF-8","200","OK","Indexable","","6d57c371bb8302ab5e5e70664ace30ae","76","https://www.columbusrecoverycenter.com/alcohol-addiction/gray-area-drinking/","https://www.columbusrecoverycenter.com/alcohol-addiction/gray-area-drinking/"
"https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1650066972","text/css","200","OK","Indexable","","","147","","https://www.columbusrecoverycenter.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1650066972"
"https://www.columbusrecoverycenter.com/drugs/oxycontin-addiction/symptoms-side-effects/","text/html; charset=UTF-8","200","OK","Indexable","","5d83d9b8145b7faa756aa52a7f1d8355","87","https://www.columbusrecoverycenter.com/drugs/oxycontin-addiction/symptoms-side-effects/","https://www.columbusrecoverycenter.com/drugs/oxycontin-addiction/symptoms-side-effects/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/05/ohio-alcohol-rehab2-2.jpg","image/jpeg","200","OK","Indexable","","","91","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/05/ohio-alcohol-rehab2-2.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/what-are-eaps.jpg","image/jpeg","200","OK","Indexable","","","83","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/02/what-are-eaps.jpg"
"https://www.columbusrecoverycenter.com/recovery-blog/page/20/","text/html; charset=UTF-8","200","OK","Indexable","","ad69b376e3c31eab899c56f7d4cb60d4","61","https://www.columbusrecoverycenter.com/recovery-blog/page/20/","https://www.columbusrecoverycenter.com/recovery-blog/page/20/"
"https://www.columbusrecoverycenter.com/blog/u-47700-pink/","text/html; charset=UTF-8","200","OK","Indexable","","1d6fe7b5a66812da98ca6b8eb2caea5f","57","https://www.columbusrecoverycenter.com/blog/u-47700-pink/","https://www.columbusrecoverycenter.com/blog/u-47700-pink/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/03/Methadone-Treatment-Rehab-trvc--150x150.jpg","image/jpeg","200","OK","Indexable","","","109","","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/03/Methadone-Treatment-Rehab-trvc--150x150.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2019/03/fioricet-addiction-man-thiking.png","image/png","200","OK","Indexable","","","100","","https://www.columbusrecoverycenter.com/wp-content/uploads/2019/03/fioricet-addiction-man-thiking.png"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17023.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17023.css"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Aftercare-and-Recovery.jpg","image/jpeg","200","OK","Indexable","","","92","","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/05/Aftercare-and-Recovery.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16789.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16789.css"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/05/ohio-drug-rehab-2.jpg","image/jpeg","200","OK","Indexable","","","87","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/05/ohio-drug-rehab-2.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/11/rx.jpg","image/jpeg","200","OK","Indexable","","","72","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/11/rx.jpg"
"https://www.columbusrecoverycenter.com/blog/things-you-might-not-know-about-buckeyes-and-opioids/","text/html; charset=UTF-8","200","OK","Indexable","","23c0e73ee4fc6d63fe7d41286954f965","97","https://www.columbusrecoverycenter.com/blog/things-you-might-not-know-about-buckeyes-and-opioids/","https://www.columbusrecoverycenter.com/blog/things-you-might-not-know-about-buckeyes-and-opioids/"
"https://www.columbusrecoverycenter.com/blog/xylazine-drug-abuse-in-ohio/","text/html; charset=UTF-8","200","OK","Indexable","","2257f6f7040954b1d0d204932d9d9f44","72","https://www.columbusrecoverycenter.com/blog/xylazine-drug-abuse-in-ohio/","https://www.columbusrecoverycenter.com/blog/xylazine-drug-abuse-in-ohio/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17124.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17124.css"
"https://www.columbusrecoverycenter.com/wp-content/plugins/ars-wordpress-plugin/src/img/linkedin-icon.png","image/png","200","OK","Indexable","","","104","","https://www.columbusrecoverycenter.com/wp-content/plugins/ars-wordpress-plugin/src/img/linkedin-icon.png"
"https://www.columbusrecoverycenter.com/resources/benzodiazepine-addiction-in-ohio/treatment-rehab/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","98","","https://www.columbusrecoverycenter.com/resources/benzodiazepine-addiction-in-ohio/treatment-rehab/"
"https://www.columbusrecoverycenter.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js","application/javascript","200","OK","Indexable","","","99","","https://www.columbusrecoverycenter.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js"
"https://www.columbusrecoverycenter.com/blog/tag/addiction/page/3/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","5be9462aee552bbdde7f537ee1a66463","65","","https://www.columbusrecoverycenter.com/blog/tag/addiction/page/3/"
"https://www.columbusrecoverycenter.com/recovery-blog/page/11/","text/html; charset=UTF-8","200","OK","Indexable","","5e9131820168e364b9ff4832589273e2","61","https://www.columbusrecoverycenter.com/recovery-blog/page/11/","https://www.columbusrecoverycenter.com/recovery-blog/page/11/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/06/ohio-addiction-treatment.jpg","image/jpeg","200","OK","Indexable","","","94","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/06/ohio-addiction-treatment.jpg"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2018/04/ohio-alcohol-rehab2.jpg","image/jpeg","200","OK","Indexable","","","89","","https://www.columbusrecoverycenter.com/wp-content/uploads/2018/04/ohio-alcohol-rehab2.jpg"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction/withdrawal-detox/","text/html; charset=UTF-8","200","OK","Indexable","","16d17360e70a47b945ec3afb8f5a8887","80","https://www.columbusrecoverycenter.com/drugs/effexor-addiction/withdrawal-detox/","https://www.columbusrecoverycenter.com/drugs/effexor-addiction/withdrawal-detox/"
"https://www.columbusrecoverycenter.com/recovery-blog/page/12/","text/html; charset=UTF-8","200","OK","Indexable","","d8f523736cb5b45f94210e57c3dfd98e","61","https://www.columbusrecoverycenter.com/recovery-blog/page/12/","https://www.columbusrecoverycenter.com/recovery-blog/page/12/"
"https://www.columbusrecoverycenter.com/blog/tag/addiction/page/4/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","1860e9432189274a1687d60c17ba3c1e","65","","https://www.columbusrecoverycenter.com/blog/tag/addiction/page/4/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17189.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-17189.css"
"https://www.columbusrecoverycenter.com/drugs/oxycodone-addiction/withdrawal-detox/","text/html; charset=UTF-8","200","OK","Indexable","","34b3be708321de20f0bd44912872b7bb","82","https://www.columbusrecoverycenter.com/drugs/oxycodone-addiction/withdrawal-detox/","https://www.columbusrecoverycenter.com/drugs/oxycodone-addiction/withdrawal-detox/"
"https://www.columbusrecoverycenter.com/blog/new-ohio-opioid-workplace-safety-program/","text/html; charset=UTF-8","200","OK","Indexable","","fa06eac0a93c1ac14475b3842fd26557","85","https://www.columbusrecoverycenter.com/blog/new-ohio-opioid-workplace-safety-program/","https://www.columbusrecoverycenter.com/blog/new-ohio-opioid-workplace-safety-program/"
"https://www.columbusrecoverycenter.com/alcohol-addiction/related/alcohol-kidneys/","text/html; charset=UTF-8","200","OK","Indexable","","b98751598002a8f4d5c5e9bfbc0d7d5c","81","https://www.columbusrecoverycenter.com/alcohol-addiction/related/alcohol-kidneys/","https://www.columbusrecoverycenter.com/alcohol-addiction/related/alcohol-kidneys/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-13972.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-13972.css"
"https://www.columbusrecoverycenter.com/notice-privacy-practice/","text/html; charset=UTF-8","200","OK","Indexable","","a3e5cd3dc087e0ba77afa57db7992b97","63","https://www.columbusrecoverycenter.com/notice-privacy-practice/","https://www.columbusrecoverycenter.com/notice-privacy-practice/"
"https://www.columbusrecoverycenter.com/resources/hydrocodone-addiction-in-ohio/withdrawal-detox/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","96","","https://www.columbusrecoverycenter.com/resources/hydrocodone-addiction-in-ohio/withdrawal-detox/"
"https://www.columbusrecoverycenter.com/wp-content/themes/x-child/assets/img/acep-logo.png","image/png","200","OK","Indexable","","","89","","https://www.columbusrecoverycenter.com/wp-content/themes/x-child/assets/img/acep-logo.png"
"https://www.columbusrecoverycenter.com/blog/history-aa-alcoholics-anonymous-sprouted-akron/","text/html; charset=UTF-8","200","OK","Indexable","","6db124c4ea40d1a38a47a2b576287f9d","91","https://www.columbusrecoverycenter.com/blog/history-aa-alcoholics-anonymous-sprouted-akron/","https://www.columbusrecoverycenter.com/blog/history-aa-alcoholics-anonymous-sprouted-akron/"
"https://www.columbusrecoverycenter.com/our-team/jenna-moran/","text/html; charset=UTF-8","200","OK","Indexable","","7adaa3e5f1a8222407bd1a96ad2a5b78","60","https://www.columbusrecoverycenter.com/our-team/jenna-moran/","https://www.columbusrecoverycenter.com/our-team/jenna-moran/"
"https://www.columbusrecoverycenter.com/blog/tag/rehab/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","18c600549e513c13f89f88454f49a52c","54","","https://www.columbusrecoverycenter.com/blog/tag/rehab/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/04/Ecstasy-Side-Effects-150x150.jpg","image/jpeg","200","OK","Indexable","","","98","","https://www.columbusrecoverycenter.com/wp-content/uploads/2021/04/Ecstasy-Side-Effects-150x150.jpg"
"https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/treatment-rehab/","text/html; charset=UTF-8","200","OK","Indexable","","de37933a61e276b02f9bcb5430ba2bec","82","https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/treatment-rehab/","https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/treatment-rehab/"
"https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16544.css","text/css","200","OK","Indexable","","","86","","https://www.columbusrecoverycenter.com/wp-content/uploads/elementor/css/post-16544.css"
"https://www.columbusrecoverycenter.com/recovery-blog/page/10/","text/html; charset=UTF-8","200","OK","Indexable","","3316dbfdf97a4eeb7d3916ace1bcae72","61","https://www.columbusrecoverycenter.com/recovery-blog/page/10/","https://www.columbusrecoverycenter.com/recovery-blog/page/10/"
