"Address","Occurrences","H1-1","H1-1 Length","H1-2","H1-2 Length","Indexability","Indexability Status"
"https://www.bettersleep.com/blog/relaxation/","1","relaxation","10","","0","Indexable",""
"https://www.bettersleep.com/blog/dream-dive-bears/","1","Dream Dive: Bears","17","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-stay-focused-while-studying/","1","How to Stay Focused While Studying","34","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/5-benefits-of-stretching-in-the-morning/","1","5 Benefits of Stretching In The Morning","39","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/es/sonidos-para-dormir/","1","Sonidos para dormir de BetterSleep","34","","0","Indexable",""
"https://www.bettersleep.com/es/blog/","1","Publicaciones destacadas","24","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/es/relajacion-y-meditacion/","1","Relájate y medita con BetterSleep","33","","0","Indexable",""
"https://www.bettersleep.com/es/partners/","0","","0","","0","Indexable",""
"https://www.bettersleep.com/fr/meditationpourdormir/","1","Méditation pour dormir : Comment utiliser la méditation pour améliorer votre sommeil","84","","0","Indexable",""
"https://www.bettersleep.com/sleep-sounds/nature-sounds-to-fall-asleep/","1","Fall asleep surrounded by nature sounds","39","","0","Indexable",""
"https://www.bettersleep.com/sleep-sounds/white-noises/","1","Whites Noises","13","","0","Indexable",""
"https://www.bettersleep.com/pt/sons-para-dormir/","1","Sons para dormir pelo BetterSleep","33","","0","Indexable",""
"https://www.bettersleep.com/blog/what-are-circadian-rhythms/","1","What Are Circadian Rhythms and How Do They Affect Sleep?","56","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-much-sleep-do-you-actually-need/","1","How Much Sleep Do You Actually Need?","36","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/41/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/43/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/21/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/31/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/breaking-down-binaural-beats/","1","Breaking Down Binaural Beats","28","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/33/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/23/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/11/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/6/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/14/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/8/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/36/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/page/24/","0","","0","","0","Non-Indexable","Canonicalised"
"https://my.bettersleep.com/signin","0","","0","","0","Non-Indexable","noindex"
"https://my.bettersleep.com/","0","","0","","0","Non-Indexable","noindex"
"https://www.bettersleep.com/blog/better-sleep-your-secret-weapon-for-academic-success/","1","Better Sleep: Your Secret Weapon for Academic Success","53","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/morning-meditation/","1","Morning Meditation to Help You Sleep Better","43","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/dream-dive-being-chased/","1","Dream Dive: Being Chased","24","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/combinations-of-water-sounds-to-mix-together-to-relax-before-sleep/","1","8 Water Sound Combinations of to Try Before Bed Tonight","55","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/chakras-explained-how-to-keep-chakras-in-alignment/","1","Chakras Explained: How to Keep Chakras In Alignment","51","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-best-vocal-asmr-sounds-to-add-to-your-relaxation-mix/","1","The Best Vocal ASMR Sounds to Add To Your Relaxation Mix","56","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-high-functioning-anxiety-can-affect-your-sleep/","1","How High-Functioning Anxiety Can Affect Your Sleep","50","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-use-a-grounding-meditation-to-feel-safer/","1","How to Use a Grounding Meditation to Feel Safe","46","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-importance-of-play-building-a-blanket-fort/","1","The Importance of Play: Building a Blanket Fort","47","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-use-sleep-sounds-to-build-ambience/","1","How to Use Sleep Sounds to Build Ambience","41","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/your-melatonin-questions-answered/","1","Your Melatonin Questions Answered","33","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/mindfulness-music-for-sleep/","1","Mindfulness Music for Sleep","27","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/reduce-stress-with-meditation/","1","Stress Less With a Meditation Practice","38","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/september-full-moon-meditation/","1","Full Moon Meditation: September","31","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/can-we-sleep-our-way-to-happiness/","1","Can We Sleep Our Way to Happiness?","34","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/obstructive-sleep-apnea-effect-on-healthy-sleep/","1","Obstructive Sleep Apnea Effect on Healthy Sleep","47","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/relaxation-techniques-a-guide-to-get-rid-of-stress-and-anxiety/","1","Relaxation Techniques","21","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/is-having-a-sleep-pattern-necessary-what-you-need-to-know/","1","Is Having a Sleep Pattern Necessary: What You Need to Know","58","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/pillow-fluffing-its-important/","1","Pillow Fluffing : It's Important","32","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-prevent-anxiety-dreams/","1","How to Prevent Anxiety Dreams","29","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/more-of-the-best-quotes-on-insomnia/","1","More of the Best Quotes on Insomnia","35","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-the-best-music-to-listen-to-while-sleeping/","1","What Is the Best Music To Listen to While Sleeping?","51","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-restless-leg-syndrome-and-what-does-it-have-to-do-with-sleep/","1","What Is Restless Leg Syndrome and What Does It Have To Do With Sleep?","69","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/achieving-emotional-release/","1","Achieving Emotional Release","27","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-use-baoding-balls-to-get-the-most-out-of-meditation/","1","How to Use Baoding Balls to Get the Most out of Meditation","58","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/emotional-wellness-toolkit/","1","Emotional Wellness Toolkit","26","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/gregorian-chants-relaxation-and-meditation/","1","Gregorian Chants: Relaxation and Meditation","43","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-the-ideal-time-to-wake-up/","1","What is the Ideal Time to Wake Up?","34","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-a-mood-tracker-can-help-and-how-to-make-one/","1","How a Mood Tracker Can Help and How to Make One?","48","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/dream-dive-pets/","1","Dream Dive: Pets","16","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/binaural-beats-for-anxiety/","1","Binaural Beats for Anxiety","26","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/water-before-bed-what-you-should-know/","1","Water Before Bed: What You Should Know","38","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-best-bedtime-snacks-to-eat-before-sleep/","1","The Best Late Night Snacks to Eat Before You Sleep","50","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/waking-up-dizzy-should-i-be-concerned/","1","Waking up Dizzy: Should I Be Concerned?","39","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-somniphobia/","1","What Is Somniphobia?","20","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-set-up-your-bedroom-for-optimal-sleep/","1","How to Set Up Your Bedroom for Optimal Sleep","44","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/sleep-and-hypertension-what-you-need-to-know/","1","Sleep and Hypertension: What You Need to Know","45","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/8-ways-to-have-good-mental-wellness-with-a-hectic-life/","1","8 Ways to Have Good Mental Wellness With a Hectic Life","54","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/deepen-your-meditation-practice-with-tibetan-singing-bowls/","1","Deepen Your Meditation Practice With Tibetan Singing Bowls","58","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/time-to-focus-white-noise/","1","Time to Focus: White Noise","26","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/can-your-blood-pressure-make-you-sleepy/","1","Can Your Blood Pressure Make You Sleepy?","40","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-best-practices-for-maintaining-good-mental-health/","1","The Best Practices for Maintaining Good Mental Health","53","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/improve-your-mood-with-these-5-sound-mixes/","1","Improve Your Mood With These 5 Sound Mixes","42","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/bedtime-activities-that-will-help-you-fall-asleep-faster/","1","3 Bedtime Activities That Will Help You Fall Asleep Faster","58","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-stop-nightmares/","1","How to Stop Nightmares","22","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/meet-the-team-12-questions-with-a-sound-designer/","1","Meet the Team: 12 Questions With a Sound Designer","49","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/and-then-when-you-sleepy-momma-feel-so-fine-how-to-help-your-child-or-teen-overcome-their-insomnia/","1","And Then When You Sleepy, Momma Feel so Fine: How to Help Your Child or Teen Overcome Their Insomnia","100","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/sleep-deprivation-and-health/","1","How Sleep Deprivation Affects Your Health","41","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/immersive-soundscapes-to-fall-asleep/","1","Fall Asleep to These Immersive Soundscapes","42","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/julys-full-moon/","1","A Full Moon Meditation for the Buck Moon of July 23rd","53","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/dream-dive-mice-and-rats/","1","Dream Dive: Mice and Rats","25","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/10-sleeping-tips-that-will-help-you-sleep-better/","1","10 Sleeping tips that will help you sleep better","48","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/spa-music-for-sleep/","1","Get Ready to Relax With Spa Music for Sleep","43","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/discover-new-bedtime-stories-on-relax-melodies/","1","Discover New Bedtime Stories for Any Age on BetterSleep","55","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/healing-meditation-for-trauma-with-yoga-nidra/","1","Healing Meditation for Trauma With Yoga Nidra","45","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-best-bathtime-rituals-to-help-you-relax/","1","Bathtub meditation ritual to release anxiety","44","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/five-simple-mindfulness-tips-to-melt-away-stress-anxiety/","1","Five Simple Mindfulness Tips to Melt Away Stress & Anxiety","58","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/meditation-astrology/","1","Meditation and Astrology: Find the Perfect Meditation for Your Birth Sign","73","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-are-wellness-centers/","1","What Are Wellness Centers?","26","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/is-your-sleep-position-good-for-you/","1","Does Your Sleep Position Work for You?","38","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-sleep-hunger-influence-each-other/","1","How Sleep & Hunger Influence Each Other","39","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/is-caffeine-for-you-what-you-should-know/","1","Is Caffeine for You?: What You Should Know","42","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-mental-health-coaching-and-do-i-need-it/","1","What is Mental Health Coaching, and Do I Need it?","49","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/what-is-behavioral-health-and-how-does-it-affect-you/","1","What Is Behavioral Health and How Does It Affect You?","53","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-make-the-most-of-un-ideal-sleep-conditions/","1","How To Make the Most of Un-ideal Sleep Conditions","49","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-cope-with-the-sunday-scaries/","1","How to Cope With the Sunday Scaries","35","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/8-plants-with-amazing-anti-anxiety-relaxing-benefits/","1","8 Plants With Amazing Anti-Anxiety & Relaxing Benefits","54","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/how-to-be-in-the-present-moment/","1","How to Be in the Present Moment","31","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/the-best-foods-for-better-sleep/","1","The Best Foods for Better Sleep","31","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/february-full-moon-meditation/","1","A Full Moon Meditation for February 2021 - Snow Moon","52","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/5-herbal-tea-recipe-to-relieve-anxiety-and-stress/","1","5 Herbal Tea Recipes to Relieve Anxiety and Stress","50","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/blog/5-ways-to-arrange-your-bedroom-for-better-sleep/","1","5 Ways to Arrange Your Bedroom for Better Sleep","47","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/a-ansiedade-está-afetando-seu-sono/","1","A ansiedade está afetando seu sono?","35","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/sono-melhor-sua-arma-secreta-para-o-sucesso-acadêmico/","1","Sono melhor: sua arma secreta para o sucesso acadêmico","54","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/page/3/","0","","0","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/como-a-covid-19-está-afetando-seu-descanso-e-o-que-você-pode-fazer-para-dormir-melhor/","1","Como a COVID-19 está afetando seu descanso (e o que você pode fazer para dormir melhor)","87","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/o-que-nosso-cérebro-faz-enquanto-dormimos/","1","O que nosso cérebro faz enquanto dormimos?","42","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/meditação/","1","Meditação","9","","0","Indexable",""
"https://www.bettersleep.com/pt/blog/som/","1","som","3","","0","Indexable",""
"https://www.bettersleep.com/pt/blog/relaxamento/","1","Relaxamento","11","","0","Indexable",""
"https://www.bettersleep.com/pt/blog/guia-rápido-para-o-cochilo-intenso-perfeito/","1","Guia rápido para o cochilo intenso perfeito","43","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/como-melhorar-a-síndrome-das-pernas-inquietas-e-dormir/","1","Como melhorar a síndrome das pernas inquietas e dormir","54","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/três-coisas-que-estão-atrapalhando-seu-sono-à-noite-e-o-que-fazer/","1","Três coisas que estão atrapalhando seu sono à noite (e o que fazer)","67","","0","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/blog/sono/","1","sono","4","","0","Indexable",""
