"Address","Status Code","Title 1","Indexability","Indexability Status","GA Sessions","GA % New Sessions","GA Users","GA New Users","GA Bounce Rate","GA Page Views Per Session","GA Avg Session Duration","GA Goal Conversion Rate All","GA Goal Completions All","GA Goal Value All","GA Page Value"
"https://www.columbusrecoverycenter.com/drugs/","200","Drugs of Addiction | The Recovery Village Columbus Drug & Alcohol Rehab","Indexable","","26","57.690","24","15","65.380","2.310","00:02:56","3.850","1","201.000","10.960"
"https://www.columbusrecoverycenter.com/prescription-drug-abuse-in-america/","200","Prescription Drug Abuse in America | Understanding the Epidemic","Indexable","","139","85.610","120","119","88.490","1.130","00:00:38","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/intensive-outpatient/","200","Intensive Outpatient Program (IOP) for Addiction in Columbus, Ohio","Indexable","","40","72.500","36","29","75.000","1.630","00:00:49","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/cleveland/","200","Cleveland Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","3","100.000","3","3","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/our-team/","200","Our Facility Care Team - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","36","75.000","34","27","55.560","1.810","00:01:10","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/partial-hospitalization/","200","Partial Hospitalization Program (PHP) for Addiction in Columbus, Ohio","Indexable","","24","75.000","24","18","70.830","1.880","00:02:42","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/springfield/","200","Springfield Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","5","100.000","5","5","80.000","1.200","00:00:06","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/dayton/","200","Dayton Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","8","75.000","8","6","100.000","1.000","00:00:03","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/","200","Ohio Addiction Treatment Programs at The Recovery Village Columbus Drug & Alcohol Rehab","Indexable","","121","61.980","104","75","82.640","1.480","00:00:58","1.650","2","96.000","1.800"
"https://www.columbusrecoverycenter.com/ohio-rehab/lorain/","200","Lorain Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","17","94.120","17","16","35.290","1.470","00:00:41","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/aftercare/","200","Addiction Treatment Aftercare & Sober Living Programs at The Recovery Village Columbus","Indexable","","8","75.000","8","6","75.000","1.750","00:01:38","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/residential-rehabilitation/","200","Inpatient Rehab & Residental Treatment at The Recovery Village Columbus Drug & Alcohol Rehab","Indexable","","85","35.290","58","30","67.060","1.690","00:03:26","2.350","2","324.000","8.760"
"https://www.columbusrecoverycenter.com/online-terms-conditions-use/","200","Online Terms and Conditions of Use - The Recovery Village at Columbus","Indexable","","10","100.000","10","10","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/veterans/","200","Resources for Veterans Dealing With Addiction | Columbus Recovery Center","Indexable","","74","93.240","72","69","74.320","1.570","00:01:07","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/continuing-education/","200","Continuning Education Events & On-Demand Webinars | The Recovery Village Columbus","Non-Indexable","Canonicalised","14","50.000","11","7","92.860","1.070","00:00:57","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drug-addiction-hotline/","200","Drug Addiction Hotline - Talk to Someone 24/7 - Free & Confidential","Indexable","","61","83.610","53","51","90.160","1.110","00:00:45","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/canton/","200","Canton Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","4","100.000","4","4","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/recovery-blog/","200","The Recovery Blog - The Recovery Village Columbus","Indexable","","42","97.620","42","41","71.430","1.430","00:00:54","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/adderall-and-alcohol/","200","Adderall and Alcohol: Risks & Side Effects","Indexable","","6","50.000","5","3","50.000","2.000","00:04:26","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/facility/","200","Drug Rehab Facility & Amenities | The Recovery Village Columbus","Indexable","","96","31.250","80","30","64.580","1.960","00:02:50","3.130","3","1161.000","20.720"
"https://www.columbusrecoverycenter.com/alcohol-addiction-resource-guide/","200","Understanding and Combating Alcohol Addiction: A Resource Guide - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","83","89.160","78","74","87.950","1.310","00:01:15","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/faqs/","200","Questions About Drug Rehab | The Recovery Village Columbus Drug & Alcohol Rehab","Indexable","","7","28.570","7","2","57.140","1.860","00:00:29","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/insurance/","200","Insurance Options for Drug Rehab | Columbus Drug and Alcohol Rehab","Indexable","","36","41.670","32","15","75.000","1.580","00:00:31","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/newark/","200","Newark Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","10","80.000","9","8","90.000","1.100","00:00:06","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/marijuana-abuse-resources/","200","Marijuana Abuse Resource Guide - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","74","90.540","73","67","83.780","1.540","00:00:32","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/fortitude/","200","Fortitude: Substance Abuse & Mental Health Treatment for First Responders","Indexable","","827","70.370","618","582","79.690","1.390","00:01:14","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/students/","200","Ohio Substance Abuse Resources for Students | Drugs in High School and College","Indexable","","29","100.000","29","29","86.210","1.170","00:00:01","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/about/","200","About Us - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","75","66.670","64","50","74.670","1.570","00:01:54","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/online-recovery-meetings/","200","Online Recovery Meetings - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Non-Indexable","Canonicalised","1","100.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/marion/","200","Marion Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","6","83.330","5","5","83.330","1.000","00:00:12","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/cincinnati/","200","Cincinnati Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","1","100.000","2","1","0.000","15.000","00:21:57","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/outreach/","200","Ohio Community Outreach Team - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","27","88.890","26","24","62.960","3.150","00:01:58","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/telehealth-app/","200","Online Rehab, Substance Abuse Counseling & Teletherapy Powered by Nobu","Non-Indexable","Canonicalised","15","53.330","14","8","93.330","1.070","00:00:01","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/westerville/","200","Westerville Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","10","100.000","10","10","90.000","1.100","00:01:07","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/","200","Ohio Community Rehab Services - The Recovery Village Columbus","Indexable","","41","85.370","38","35","80.490","1.320","00:01:16","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/contact-us/","200","Contact Us - The Recovery Village Columbus Drug and Alcohol Rehab","Indexable","","112","49.110","94","55","83.930","1.490","00:00:50","0.890","1","1061.000","14.440"
"https://www.columbusrecoverycenter.com/ohio-rehab/akron/","200","Akron Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","2","50.000","2","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/co-occurring-disorders/","200","Co-Occurring Disorders Treatment - The Recovery Village Columbus","Indexable","","76","75.000","66","57","80.260","1.320","00:01:18","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/pricing/","200","Cost of Drug Rehab & Addiction Treatment Options in Ohio","Indexable","","27","37.040","23","10","77.780","1.370","00:01:35","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/how-long-does-coke-stay-in-system/","200","How Long Does Cocaine Stay in Your System? (Urine, Blood & More)","Indexable","","105","95.240","103","100","91.430","1.250","00:00:32","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/longevity-of-norco-in-the-body/","200","How Long Does Norco Stay in Your System?","Indexable","","48","89.580","47","43","87.500","1.350","00:01:37","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/medical-detox/","200","Drug & Alcohol Detox Medically Supervised by The Recovery Village Columbus","Indexable","","48","50.000","43","24","70.830","1.670","00:01:55","4.170","2","372.000","28.860"
"https://www.columbusrecoverycenter.com/notice-privacy-practice/","200","Notice of Privacy Practice","Indexable","","22","95.450","22","21","90.910","1.180","00:00:09","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-programs/multidisciplinary-approach/","200","Multidisciplinary Approach | Drug Rehab - The Recovery Village Columbus","Indexable","","220","87.270","194","192","90.450","1.170","00:01:06","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/cdn-cgi/l/email-protection","200","Email Protection | Cloudflare","Non-Indexable","noindex","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/ohio-rehab/lima/","200","Lima Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","31","100.000","31","31","96.770","1.000","00:00:04","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/our-team/tiffany-bell/","200","Tiffany Bell - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","16","81.250","15","13","62.500","1.440","00:00:30","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/editorial/melissa-carmona/","200","Melissa Carmona - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","2","0.000","1","0","0.000","3.000","00:01:10","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/our-team/robert-fishman/","200","Robert Fishman - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/editorial/","200","Editorial Team for The Recovery Village Columbus - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","5","60.000","5","3","60.000","5.200","00:06:02","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/editorial/nicole-laneve/","200","Nicole LaNeve - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/editorial/kevin-wandler/","200","Kevin Wandler - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","1","100.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/cincinnati","301","","Non-Indexable","Redirected","1","100.000","2","1","0.000","15.000","00:21:57","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/canton","301","","Non-Indexable","Redirected","4","100.000","4","4","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/editorial/columbus/","200","The Recovery Village Columbus - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","1","100.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/toledo","301","","Non-Indexable","Redirected","2","100.000","2","2","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/cleveland","301","","Non-Indexable","Redirected","3","100.000","3","3","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/dayton","301","","Non-Indexable","Redirected","8","75.000","8","6","100.000","1.000","00:00:03","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab","301","","Non-Indexable","Redirected","41","85.370","38","35","80.490","1.320","00:01:16","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/editorial/nanci-stockwell/","200","Nanci Stockwell - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","6","100.000","6","6","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/cocaine-addiction/","200","Cocaine Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","14","64.290","13","9","85.710","1.430","00:02:12","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/xanax-addiction/","200","Xanax Addiction & Abuse in Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","19","100.000","19","19","89.470","1.530","00:00:49","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/heroin-addiction/","200","Heroin Addiction | The Recovery Village Columbus Drug & Alcohol Rehab","Indexable","","6","66.670","6","4","50.000","3.830","00:02:52","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/marijuana-addiction/","200","Marijuana Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","30","76.670","28","23","63.330","3.000","00:06:03","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/","200","Fentanyl Addiction & Abuse in Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","11","54.550","10","6","54.550","1.730","00:02:58","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/morphine-addiction/","200","Morphine Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","9","66.670","7","6","88.890","1.110","00:00:53","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/benzodiazepine-addiction/","200","Benzo Addiction: Symptoms, Withdrawal, & Treatment - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","2","50.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction/","200","Opioid Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","18","72.220","18","13","66.670","2.060","00:03:32","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/meth-addiction/","200","Meth Addiction & Abuse in Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","6","50.000","6","3","50.000","2.330","00:05:05","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/hydrocodone-addiction/","200","Hydrocodone Addiction | The Recovery Village Columbus","Indexable","","4","25.000","3","1","0.000","3.750","00:06:48","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/alcohol-addiction/","200","Alcohol Abuse & Addiction - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","14","35.710","10","5","64.290","1.790","00:02:23","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/codeine-addiction/","200","Codeine Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","6","66.670","6","4","66.670","1.670","00:00:47","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/","200","Gabapentin Addiction & Abuse | The Recovery Village Columbus","Indexable","","14","78.570","14","11","78.570","1.710","00:06:20","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/vicodin-addiction/","200","Vicodin Abuse & Addiction | Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","8","50.000","7","4","50.000","2.000","00:09:55","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/klonopin-addiction/","200","Klonopin Addiction & Abuse in Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","2","0.000","1","0","50.000","2.000","00:01:05","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/oxycodone-addiction/","200","Oxycodone Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","6","50.000","6","3","66.670","2.000","00:02:18","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/valium-addiction/","200","Valium Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","5","80.000","5","4","60.000","3.400","00:06:42","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/about-cleveland-ohio/","200","About Cleveland, Ohio","Indexable","","2","100.000","2","2","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/tramadol-addiction/","200","Tramadol Abuse & Addiction in Ohio | Recovery Village Columbus","Indexable","","5","100.000","5","5","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/our-team/jenna-moran/","200","Jenna Moran - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","3","66.670","3","2","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/our-team/amy-cochran/","200","Amy Cochran - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","4","100.000","4","4","75.000","2.500","00:01:37","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/about-springfield-ohio/","200","About Springfield, Ohio | Columbus Recovery Center","Indexable","","7","100.000","7","7","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/treatment-program/online-counseling/telehealth-app/","404","","Non-Indexable","Client Error","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/about-canton-ohio/","200","About Canton, Ohio - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","4","50.000","2","2","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/recovery-blog/page/23/","200","The Recovery Blog - The Recovery Village Columbus","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/blog/category/uncategorized/","200","Uncategorized Archives - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Non-Indexable","noindex","1","0.000","1","0","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/difference-between-norco-and-vicodin/","200","Norco vs. Vicodin: What’s the Difference? | The Recovery Village Columbus","Indexable","","374","90.370","341","338","94.920","1.070","00:00:22","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/category/addiction/","200","Addiction Archives - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Non-Indexable","noindex","2","0.000","1","0","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/long-alcohol-stay-system/","200","How Long Does Alcohol Stay in Your System? (Breathalyzer, Urine, Blood & More) | The Recovery Village Columbus","Indexable","","33","96.970","33","32","90.910","1.060","00:00:27","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/category/prescription-pills/","200","Prescription pills Archives - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Non-Indexable","noindex","1","0.000","1","0","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/is-molly-the-same-drug-as-ecstasy/","200","Molly vs. Ecstasy | The Recovery Village Columbus","Indexable","","5657","89.450","5062","5060","97.030","1.030","00:00:18","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/recovery-blog/page/3/","200","The Recovery Blog - The Recovery Village Columbus","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-kratom-high-last/","200","Kratom Effects: How Long Does Kratom Last? | The Recovery Village Columbus","Indexable","","16395","88.140","14758","14450","94.910","1.060","00:00:29","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/recovery-blog/page/2/","200","The Recovery Blog - The Recovery Village Columbus","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-oxy-stay-in-your-system/","200","How Long Does Oxycodone Stay in Your System? | The Recovery Village Columbus","Indexable","","578","91.870","538","531","95.670","1.080","00:00:23","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/how-long-does-kratom-stay-in-system/","200","How Long Does Kratom Stay in the System? | The Recovery Village Columbus","Indexable","","4608","89.670","4180","4132","95.230","1.060","00:00:25","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/how-long-does-percocet-stay-in-your-system/","200","How Long Does Percocet Stay in Your System | The Recovery Village Columbus","Indexable","","780","92.560","725","722","95.770","1.040","00:00:23","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/drugs/adderall-addiction/","200","Adderall Addiction & Abuse in Ohio | The Recovery Village Columbus","Indexable","","2","50.000","2","1","50.000","4.000","00:13:56","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/editorial/jonathan-strum/","200","Jonathan Strum - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","4","75.000","4","3","75.000","1.250","00:01:04","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/blog/why-is-family-therapy-important-in-ohio-drug-rehab/","200","Why Is Family Therapy Important in Ohio Drug Rehab? - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/admissions/insurance/multiplan/","301","","Non-Indexable","Redirected","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/admissions/insurance/blue-cross-blue-shield/","200","Blue Cross Blue Shield Treatment Coverage | Columbus Recovery Center","Indexable","","3","0.000","3","0","66.670","1.670","00:00:09","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/insurance/mines-and-associates/","200","Mines and Associates Treatment Coverage | Columbus Recovery Center","Indexable","","7","85.710","7","6","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/insurance/humana/","200","Humana Addiction Treatment Coverage | Columbus Recovery Center","Indexable","","2","50.000","2","1","50.000","1.500","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/admissions/insurance/cigna/","200","Cigna Addiction Treatment Coverage | Columbus Recovery Center","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/admissions/insurance/health-choice/","200","Orlando Healthcare Addiction Treatment Coverage | Recovery Village Columbus","Indexable","","3","100.000","3","3","33.330","2.330","00:06:21","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/wp-content/uploads/2021/10/FORTITUDE_DIGITAL_NOBU_COMPRESSED-1.pdf","200","","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/alcohol-addiction/related/signs-alcohol-poisoning/","200","Stages of Alcohol Poisoning: Signs, Symptom Progression, Recovering & More","Indexable","","5","40.000","3","2","80.000","1.800","00:00:55","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/students/which-substances-do-ohio-students-use/","200","Which Substances Do Ohio Students Use?","Indexable","","3","100.000","3","3","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/students/how-to-help/","200","How to Help Ohio Students Struggling With Addiction","Indexable","","18","100.000","18","18","66.670","1.330","00:00:44","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/outreach/cassidy-smith/","200","Cassidy Smith - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","13","92.310","13","12","76.920","1.310","00:00:12","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/outreach/dwight-thompson/","200","Dwight Thompson - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","2","50.000","2","1","50.000","1.500","00:01:03","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/outreach/emily-flatt/","200","Emily Flatt - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Indexable","","","","","","","","","","","",""
"https://www.columbusrecoverycenter.com/ohio-rehab/hudson/","200","Hudson Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","1","100.000","1","1","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/youngstown/","200","Youngstown Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","2","100.000","2","2","100.000","1.000","00:00:00","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/hamilton/","200","Hamilton Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","3","100.000","3","3","66.670","1.000","00:05:34","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/kent/","200","Kent Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","4","100.000","4","4","75.000","1.000","00:01:06","0.000","0","0.000","0.000"
"https://www.columbusrecoverycenter.com/ohio-rehab/euclid/","200","Euclid Drug and Alcohol Rehab, Detox, and Treatment Resources","Indexable","","2","100.000","2","2","50.000","1.500","00:01:26","0.000","0","0.000","0.000"
